FECHA;HORA;ACO;ATI;CAM;CHO;COY;CUA;CUT;FAC;HGM;IZT;LLA;LPR;MER;MON;NEZ;PED;SAG;SFE;SJA;SUR;TAH;TLA;TLI;TPN;UAX;UIZ;VIF;XAL
01/01/2012;19;6;14;16;-99;14;14;-99;24;-99;13;-99;8;17;1;15;10;18;-99;13;-99;10;22;9;14;-99;15;9;14
01/01/2012;20;6;15;18;-99;16;17;-99;19;-99;15;-99;8;19;1;18;10;19;-99;14;-99;15;-99;10;13;-99;16;12;13
01/01/2012;21;8;17;16;-99;18;9;-99;15;-99;17;-99;8;23;2;-99;13;22;-99;13;-99;12;28;13;14;-99;14;12;12
01/01/2012;22;7;15;17;-99;18;12;-99;14;-99;17;-99;9;19;2;22;14;27;-99;14;-99;15;28;12;15;-99;19;13;12
01/01/2012;23;5;13;18;-99;17;10;-99;12;-99;17;-99;6;18;3;21;14;16;-99;12;-99;16;27;12;14;-99;18;11;12
01/01/2012;24;4;11;15;-99;19;7;-99;12;-99;11;-99;5;14;4;14;14;14;-99;10;-99;15;26;10;14;-99;18;9;12
02/01/2012;1;3;9;12;-99;13;8;-99;10;-99;11;-99;5;11;1;8;12;9;-99;8;-99;12;-99;6;11;-99;12;7;9
02/01/2012;2;3;8;11;-99;9;8;-99;9;-99;10;-99;4;9;0;8;11;9;-99;4;-99;10;-99;4;10;-99;7;7;5
02/01/2012;3;3;6;9;-99;13;5;-99;6;-99;8;-99;3;9;0;7;7;7;-99;3;-99;6;-99;2;8;-99;4;5;5
02/01/2012;4;2;5;7;-99;7;6;-99;10;-99;5;-99;3;5;0;5;5;6;-99;3;-99;4;-99;3;7;-99;3;6;6
02/01/2012;5;3;6;12;-99;4;6;-99;7;-99;6;-99;3;7;1;4;2;8;-99;4;-99;3;-99;4;4;-99;4;5;8
02/01/2012;6;4;9;16;-99;12;5;-99;7;-99;8;-99;4;10;0;10;7;12;-99;5;-99;6;23;8;7;-99;10;6;9
02/01/2012;7;6;13;22;-99;20;5;-99;12;-99;13;-99;9;16;1;13;9;17;-99;8;-99;12;27;12;10;-99;13;9;11
02/01/2012;8;7;14;25;-99;25;9;-99;16;-99;20;-99;12;23;5;16;13;21;-99;13;-99;13;31;17;13;-99;19;17;9
02/01/2012;9;7;14;22;-99;22;11;-99;16;-99;18;-99;12;18;3;15;13;17;-99;11;-99;19;27;16;14;-99;16;13;11
02/01/2012;10;5;12;20;-99;20;11;-99;14;-99;-99;-99;14;14;1;-99;14;16;-99;8;-99;14;24;-99;16;-99;10;9;12
02/01/2012;11;5;13;19;-99;20;13;-99;16;-99;-99;-99;10;18;0;11;12;13;-99;10;-99;13;23;-99;15;-99;11;8;13
02/01/2012;12;5;15;18;-99;18;13;-99;16;-99;-99;-99;10;16;0;12;14;13;-99;8;-99;10;28;-99;19;-99;11;8;-99
02/01/2012;13;4;14;16;-99;21;13;-99;13;-99;-99;-99;8;15;0;11;15;13;-99;8;-99;12;23;-99;20;-99;13;8;12
02/01/2012;14;4;14;20;-99;23;11;-99;18;-99;-99;-99;10;22;0;11;16;12;-99;9;-99;9;27;9;22;-99;11;9;13
02/01/2012;15;4;15;22;-99;-99;17;-99;19;-99;26;-99;9;25;0;11;18;14;-99;13;-99;13;26;10;22;-99;9;7;12
02/01/2012;16;5;18;24;-99;22;18;-99;21;-99;24;-99;8;24;2;11;20;17;-99;13;-99;18;31;10;23;-99;14;9;15
02/01/2012;17;5;20;22;-99;21;18;-99;24;-99;21;-99;10;24;2;17;19;21;-99;16;-99;13;29;10;22;-99;20;10;13
02/01/2012;18;6;20;19;-99;25;18;-99;23;-99;20;-99;10;23;2;21;20;22;-99;15;-99;20;28;11;22;-99;18;11;13
02/01/2012;19;6;21;23;-99;24;16;-99;22;-99;21;-99;13;24;3;22;22;25;-99;18;-99;20;25;12;22;-99;21;12;13
02/01/2012;20;8;20;26;-99;28;15;-99;24;-99;21;-99;12;21;4;22;24;27;-99;18;-99;21;24;15;24;-99;22;12;14
02/01/2012;21;6;20;22;-99;29;17;-99;18;-99;27;-99;10;29;5;24;23;26;-99;16;-99;19;33;14;25;-99;21;13;12
02/01/2012;22;5;16;28;-99;30;13;-99;16;-99;33;-99;15;26;5;21;18;21;-99;13;-99;23;29;18;20;-99;22;9;13
02/01/2012;23;5;14;31;-99;21;10;-99;14;-99;33;-99;15;27;7;18;12;18;-99;14;-99;25;29;13;15;-99;28;11;10
02/01/2012;24;5;12;18;-99;22;7;-99;12;-99;29;-99;10;20;7;15;11;16;-99;8;-99;20;29;9;13;-99;25;9;8
03/01/2012;1;7;9;25;-99;19;7;-99;9;-99;29;-99;9;-99;4;12;8;13;-99;11;-99;19;24;8;11;-99;21;10;8
03/01/2012;2;6;8;24;-99;13;6;-99;7;-99;29;-99;6;-99;3;10;5;10;-99;14;-99;16;21;6;6;-99;20;7;8
03/01/2012;3;4;8;22;-99;11;3;-99;6;-99;26;-99;5;-99;3;8;3;9;-99;11;-99;12;16;8;6;-99;16;11;6
03/01/2012;4;6;9;21;-99;12;4;-99;7;-99;24;-99;6;16;4;7;3;11;-99;8;-99;12;20;9;5;-99;15;17;8
03/01/2012;5;7;9;27;-99;12;5;-99;7;-99;20;-99;12;19;5;9;4;14;-99;11;-99;12;19;9;5;-99;16;14;13
03/01/2012;6;9;13;25;-99;13;6;-99;10;-99;29;-99;17;26;6;16;4;19;-99;16;-99;16;27;10;10;-99;19;13;18
03/01/2012;7;15;23;36;-99;17;10;-99;19;-99;27;-99;18;27;8;22;12;30;-99;19;-99;21;37;16;16;-99;19;21;22
03/01/2012;8;19;30;37;-99;29;10;-99;29;-99;30;-99;26;28;11;27;13;37;-99;30;-99;24;39;27;19;-99;25;27;35
03/01/2012;9;13;24;37;-99;27;15;-99;28;-99;34;-99;25;36;12;27;15;32;-99;34;-99;21;40;25;17;-99;30;16;27
03/01/2012;10;6;11;37;-99;30;10;-99;17;-99;31;-99;20;34;9;27;14;23;-99;31;-99;21;32;21;18;-99;27;10;23
03/01/2012;11;5;9;30;-99;25;10;-99;14;-99;30;-99;27;35;5;27;11;21;-99;26;-99;-99;27;15;17;-99;27;10;21
03/01/2012;12;5;12;26;-99;22;9;-99;13;-99;26;-99;24;29;2;22;10;20;-99;22;-99;-99;30;12;15;-99;27;10;33
03/01/2012;13;6;21;33;-99;22;11;-99;24;-99;30;-99;32;34;2;26;14;20;-99;27;-99;-99;34;12;18;-99;-99;10;35
03/01/2012;14;5;24;41;-99;28;14;-99;32;-99;39;-99;35;45;4;29;17;21;-99;37;-99;25;47;13;23;-99;28;10;34
03/01/2012;15;6;28;50;-99;39;22;-99;32;-99;-99;-99;24;49;4;30;26;20;-99;37;-99;26;57;13;29;-99;28;10;27
03/01/2012;16;9;34;40;-99;49;33;-99;36;-99;48;-99;17;52;7;34;30;20;-99;33;-99;27;57;15;28;-99;34;11;25
03/01/2012;17;19;26;47;-99;63;35;-99;49;-99;-99;-99;23;49;9;38;43;26;-99;31;-99;31;61;18;28;-99;37;14;32
03/01/2012;18;12;27;65;-99;71;46;-99;51;-99;56;-99;25;65;11;50;46;31;-99;33;-99;36;59;26;32;-99;54;13;35
03/01/2012;19;17;45;49;-99;87;68;-99;50;-99;85;-99;36;65;14;48;62;34;-99;53;-99;42;53;28;29;-99;73;14;30
03/01/2012;20;14;46;40;-99;58;66;-99;45;-99;51;-99;33;47;12;31;52;27;-99;35;-99;44;47;24;36;-99;33;19;27
03/01/2012;21;12;39;39;-99;48;42;-99;41;-99;43;-99;29;40;8;24;44;25;-99;32;-99;30;46;20;36;-99;24;19;36
03/01/2012;22;13;38;38;-99;44;39;-99;37;-99;41;-99;25;38;7;25;38;28;-99;34;-99;28;44;24;34;-99;21;15;36
03/01/2012;23;16;36;36;-99;40;43;-99;35;-99;40;-99;35;38;13;27;35;31;-99;39;-99;32;36;23;30;-99;27;22;36
03/01/2012;24;16;30;36;-99;39;40;-99;35;-99;40;-99;36;37;12;26;34;33;-99;38;-99;32;40;26;29;-99;21;22;36
04/01/2012;1;14;29;37;-99;38;39;-99;34;-99;38;-99;35;37;20;24;31;28;-99;37;-99;31;40;24;27;-99;19;22;35
04/01/2012;2;15;29;37;-99;36;34;-99;31;-99;36;-99;33;35;18;23;30;26;-99;29;-99;28;41;27;21;-99;17;27;33
04/01/2012;3;17;26;36;-99;32;34;-99;29;-99;30;-99;31;30;12;21;28;28;-99;27;-99;25;38;25;15;-99;16;25;29
04/01/2012;4;15;23;34;-99;31;34;-99;28;-99;27;-99;29;28;12;20;26;26;-99;27;-99;26;35;25;13;-99;14;28;29
04/01/2012;5;14;24;35;-99;29;33;-99;24;-99;27;-99;28;29;12;19;23;28;-99;27;-99;26;34;24;10;-99;12;27;30
04/01/2012;6;14;22;34;-99;28;31;-99;24;-99;30;-99;28;33;11;19;19;30;-99;28;-99;23;34;26;10;-99;14;28;30
04/01/2012;7;14;24;30;-99;29;36;-99;24;-99;30;-99;30;36;14;19;18;30;-99;30;-99;22;39;27;8;-99;13;26;29
04/01/2012;8;12;28;36;-99;33;39;-99;27;-99;30;-99;30;42;16;19;20;24;-99;30;-99;24;34;36;9;-99;13;26;31
04/01/2012;9;15;39;50;-99;35;46;-99;41;-99;36;-99;69;47;24;22;32;27;-99;35;-99;29;45;43;25;-99;18;30;42
04/01/2012;10;15;55;71;-99;56;47;-99;60;-99;54;-99;77;56;18;-99;39;37;-99;47;-99;29;63;66;40;-99;30;37;65
04/01/2012;11;19;59;86;-99;72;31;-99;110;-99;83;-99;100;63;16;-99;50;39;-99;42;-99;39;76;77;59;-99;54;-99;76
04/01/2012;12;20;65;96;-99;73;34;-99;102;-99;88;-99;99;78;13;-99;46;54;-99;55;-99;33;103;77;-99;-99;60;-99;71
04/01/2012;13;15;70;70;-99;60;45;-99;56;-99;47;-99;73;49;8;-99;44;35;-99;36;-99;25;99;23;-99;-99;-99;-99;61
04/01/2012;14;10;37;52;-99;47;48;-99;42;-99;32;-99;68;35;1;13;44;29;-99;29;-99;31;62;14;-99;-99;-99;-99;54
04/01/2012;15;10;31;41;-99;47;43;-99;46;-99;39;-99;42;47;5;19;46;25;-99;46;-99;18;49;17;43;-99;13;-99;37
04/01/2012;16;7;26;41;-99;50;-99;-99;45;-99;57;-99;27;59;8;33;41;22;-99;44;-99;20;50;15;56;-99;29;-99;26
04/01/2012;17;10;28;40;-99;53;39;-99;35;-99;52;-99;23;55;5;32;44;27;-99;32;-99;26;45;20;52;-99;32;20;29
04/01/2012;18;16;39;53;-99;47;38;-99;46;-99;46;-99;24;60;5;36;41;36;-99;30;-99;25;54;31;44;-99;24;21;30
04/01/2012;19;21;43;55;-99;53;37;-99;44;-99;51;-99;24;56;18;53;52;47;-99;46;-99;24;56;38;47;-99;-99;28;24
04/01/2012;20;21;37;55;-99;57;39;-99;43;-99;56;-99;22;57;33;55;48;52;-99;46;-99;30;57;44;45;-99;-99;30;32
04/01/2012;21;17;37;48;-99;50;31;-99;39;-99;52;-99;21;46;35;69;52;40;-99;37;-99;28;54;37;43;-99;44;28;43
04/01/2012;22;20;32;44;-99;43;32;-99;36;-99;47;-99;23;38;40;43;38;35;-99;31;-99;47;46;33;37;-99;35;21;41
04/01/2012;23;17;31;44;-99;45;23;-99;27;-99;49;-99;25;47;47;39;38;36;-99;42;-99;56;43;32;38;-99;28;19;28
04/01/2012;24;15;28;39;-99;40;22;-99;21;-99;43;-99;23;42;23;39;26;35;-99;34;-99;43;35;33;27;-99;31;21;22
05/01/2012;1;14;22;34;-99;28;17;-99;23;-99;37;-99;24;39;15;39;25;19;-99;35;-99;39;36;32;14;-99;27;28;-99
05/01/2012;2;13;-99;27;-99;22;18;-99;22;-99;36;-99;20;38;17;38;25;24;-99;29;-99;25;26;25;9;-99;26;30;-99
05/01/2012;3;13;12;24;-99;27;20;-99;21;-99;37;-99;15;37;13;25;14;33;-99;32;-99;25;24;26;8;-99;24;29;34
05/01/2012;4;20;9;29;-99;31;20;-99;21;-99;37;-99;23;35;18;22;14;33;-99;30;-99;29;34;26;6;-99;20;29;33
05/01/2012;5;22;21;32;-99;31;19;-99;19;-99;36;-99;30;33;20;28;13;29;-99;31;-99;26;34;29;5;-99;18;28;29
05/01/2012;6;20;25;34;-99;33;31;-99;24;-99;33;-99;29;34;21;29;11;30;-99;30;-99;27;33;31;6;-99;19;26;33
05/01/2012;7;19;27;42;-99;33;39;-99;29;-99;36;-99;30;36;21;34;20;29;-99;31;-99;26;36;33;9;-99;24;26;39
05/01/2012;8;19;32;40;-99;35;46;-99;28;-99;40;-99;37;42;27;32;26;32;-99;37;-99;23;37;30;11;-99;25;26;33
05/01/2012;9;20;34;48;-99;42;31;-99;32;-99;45;-99;51;42;27;44;27;37;-99;38;-99;24;48;32;19;-99;26;26;43
05/01/2012;10;17;43;58;-99;50;35;-99;46;-99;56;-99;70;52;22;32;36;39;-99;49;-99;30;58;45;40;-99;35;17;58
05/01/2012;11;16;43;65;-99;75;30;-99;52;-99;40;-99;67;61;18;29;41;47;-99;56;-99;26;79;48;51;-99;31;19;57
05/01/2012;12;13;50;82;-99;77;39;-99;57;-99;45;-99;51;50;-99;26;45;32;-99;44;-99;27;77;43;38;-99;33;23;47
05/01/2012;13;-99;55;55;-99;46;41;-99;67;-99;42;-99;34;37;-99;27;67;23;-99;27;-99;19;76;46;31;-99;31;20;36
05/01/2012;14;9;49;41;-99;39;37;-99;67;-99;41;-99;32;40;-99;24;55;19;-99;-99;-99;11;61;35;31;-99;25;20;29
05/01/2012;15;-99;11;30;-99;40;36;-99;49;-99;30;-99;34;41;5;16;26;26;-99;31;-99;5;52;28;17;-99;13;24;31
05/01/2012;16;8;44;33;-99;17;26;-99;44;-99;21;-99;41;37;7;19;11;31;-99;30;-99;5;50;31;10;-99;4;28;30
05/01/2012;17;10;47;32;-99;18;15;-99;35;-99;26;-99;33;45;7;29;9;31;-99;35;-99;5;52;51;8;-99;6;25;34
05/01/2012;18;11;37;28;-99;16;18;-99;24;-99;37;-99;37;53;-99;30;10;44;-99;44;-99;6;46;55;8;-99;10;29;44
05/01/2012;19;14;58;32;-99;29;25;-99;38;-99;42;-99;37;51;11;36;13;59;-99;54;-99;5;48;63;6;-99;18;28;51
05/01/2012;20;14;48;46;-99;38;30;-99;31;-99;50;-99;37;53;16;30;14;51;-99;61;-99;9;43;60;4;-99;21;34;52
05/01/2012;21;19;47;36;-99;36;38;-99;33;-99;53;-99;40;54;16;50;15;50;-99;66;-99;14;56;46;5;-99;27;35;46
05/01/2012;22;25;54;54;-99;64;-99;-99;45;-99;63;-99;53;50;16;-99;14;51;-99;67;-99;7;59;42;8;-99;33;30;60
05/01/2012;23;35;47;59;-99;54;-99;-99;33;-99;60;-99;57;64;24;58;14;48;-99;66;-99;21;57;40;32;-99;29;32;58
05/01/2012;24;30;44;62;-99;54;-99;-99;28;-99;58;-99;53;63;26;59;20;42;-99;63;-99;33;52;36;2;-99;31;30;50
06/01/2012;1;25;38;53;-99;48;-99;-99;44;-99;56;-99;51;62;25;44;31;37;-99;55;-99;25;46;35;2;-99;35;31;48
06/01/2012;2;23;35;46;-99;48;-99;-99;40;-99;44;-99;47;53;27;33;37;35;-99;44;-99;30;44;33;8;-99;24;28;44
06/01/2012;3;19;32;43;-99;45;-99;-99;37;-99;35;-99;49;42;28;32;38;33;-99;34;-99;26;43;33;14;-99;19;27;38
06/01/2012;4;18;30;41;-99;36;-99;-99;34;-99;32;-99;46;33;24;30;35;31;-99;27;-99;10;39;31;8;-99;18;26;33
06/01/2012;5;18;29;41;-99;33;-99;-99;32;-99;31;-99;42;31;22;28;32;29;-99;28;-99;24;38;30;8;-99;17;26;33
06/01/2012;6;18;29;48;-99;31;-99;-99;31;-99;31;-99;39;34;24;27;28;25;-99;28;-99;27;36;31;10;-99;15;23;32
06/01/2012;7;19;30;50;-99;32;-99;-99;33;-99;32;-99;39;33;20;27;28;27;-99;29;-99;26;44;30;11;-99;19;23;36
06/01/2012;8;19;32;55;-99;39;-99;-99;36;-99;38;-99;42;40;20;30;26;29;-99;40;-99;32;42;35;7;-99;22;23;43
06/01/2012;9;20;44;71;-99;47;-99;-99;42;-99;48;-99;73;59;32;50;26;29;-99;61;-99;35;53;52;11;-99;40;26;52
06/01/2012;10;22;68;98;-99;50;-99;-99;72;-99;55;-99;69;63;34;72;22;43;-99;74;-99;36;77;48;17;-99;46;31;67
06/01/2012;11;17;51;57;-99;42;-99;-99;57;-99;48;-99;-99;48;18;30;16;55;-99;69;-99;21;76;41;32;-99;-99;59;-99
06/01/2012;12;9;36;38;-99;23;-99;-99;35;-99;31;-99;-99;33;8;27;16;37;-99;26;-99;8;44;50;25;-99;-99;37;-99
06/01/2012;13;16;41;27;-99;20;-99;-99;20;-99;22;-99;-99;26;0;18;12;28;-99;18;-99;6;64;37;17;-99;-99;20;-99
06/01/2012;14;23;18;16;-99;22;-99;-99;6;-99;15;-99;34;21;6;18;9;40;-99;20;-99;4;56;33;19;-99;-99;17;-99
06/01/2012;15;28;17;14;-99;19;-99;-99;9;-99;14;-99;29;23;6;20;11;37;-99;16;-99;4;45;23;24;-99;-99;13;-99
06/01/2012;16;21;8;30;-99;20;-99;-99;15;-99;17;-99;27;24;6;14;12;35;-99;12;-99;5;38;18;22;-99;9;8;-99
06/01/2012;17;17;7;17;-99;25;-99;-99;13;-99;26;-99;31;21;5;18;13;-99;-99;19;19;6;34;21;13;-99;7;10;32
06/01/2012;18;24;17;21;-99;24;-99;-99;23;-99;-99;-99;32;41;8;22;18;-99;-99;28;20;8;35;26;8;-99;14;19;28
06/01/2012;19;25;38;47;-99;41;-99;-99;40;-99;40;-99;36;44;14;46;25;-99;-99;49;37;6;50;37;5;-99;18;29;43
06/01/2012;20;30;54;69;-99;39;-99;-99;47;-99;52;-99;39;48;11;60;33;65;-99;59;32;14;59;43;7;-99;22;42;47
06/01/2012;21;25;43;66;-99;48;-99;-99;48;-99;48;-99;44;52;10;57;32;58;-99;63;40;41;66;48;9;-99;36;44;43
06/01/2012;22;27;42;68;-99;54;-99;-99;44;-99;52;-99;50;60;11;57;-99;55;-99;63;45;42;60;55;13;-99;41;43;50
06/01/2012;23;28;36;53;-99;48;-99;-99;45;-99;56;-99;51;66;16;54;24;48;-99;60;40;42;60;52;14;-99;44;52;57
06/01/2012;24;37;33;51;-99;47;-99;-99;39;-99;51;-99;28;55;18;54;26;57;-99;59;39;40;57;51;13;-99;43;50;48
07/01/2012;1;37;39;49;-99;48;-99;-99;36;-99;50;-99;22;53;16;51;27;54;-99;53;35;37;53;46;11;-99;44;49;44
07/01/2012;2;34;38;40;-99;49;-99;-99;37;-99;51;-99;57;54;28;52;27;51;-99;52;36;31;42;46;9;-99;45;44;50
07/01/2012;3;27;35;38;-99;43;-99;-99;30;-99;49;-99;53;50;21;47;13;44;-99;50;40;17;41;45;8;-99;38;36;56
07/01/2012;4;21;26;42;-99;37;-99;-99;23;-99;45;-99;49;46;24;48;9;43;-99;47;37;20;43;42;6;-99;35;32;48
07/01/2012;5;20;21;34;-99;36;-99;-99;31;-99;42;-99;51;48;22;37;8;45;-99;42;36;18;41;37;5;-99;35;34;47
07/01/2012;6;22;34;39;-99;32;-99;-99;34;-99;40;-99;47;44;21;36;9;37;-99;44;34;15;40;38;5;-99;27;29;47
07/01/2012;7;24;37;40;-99;35;-99;-99;32;-99;37;-99;49;46;23;36;17;34;-99;39;32;18;41;44;6;-99;27;29;45
07/01/2012;8;23;39;51;-99;35;-99;-99;35;-99;38;-99;51;52;27;37;24;36;-99;39;31;22;42;38;7;-99;29;30;51
07/01/2012;9;23;41;54;-99;34;-99;-99;36;-99;43;-99;69;58;21;42;32;53;-99;44;35;28;47;48;15;-99;35;33;61
07/01/2012;10;23;46;80;-99;43;-99;-99;53;-99;63;-99;78;82;26;47;34;53;-99;51;43;33;57;64;44;-99;50;38;91
07/01/2012;11;23;49;87;-99;41;-99;-99;66;-99;88;-99;86;79;21;57;23;61;-99;48;35;17;69;54;35;-99;50;38;88
07/01/2012;12;15;37;64;-99;55;-99;-99;58;-99;59;-99;55;45;9;29;20;35;-99;22;28;6;48;43;34;-99;44;29;42
07/01/2012;13;13;43;35;-99;53;-99;-99;41;-99;-99;-99;44;36;4;24;18;18;-99;22;21;6;60;42;28;-99;29;19;32
07/01/2012;14;10;50;30;-99;37;-99;-99;40;-99;35;-99;26;33;6;25;28;19;-99;22;26;5;71;33;20;-99;26;15;30
07/01/2012;15;8;50;24;-99;32;-99;-99;34;-99;29;-99;24;29;5;29;22;19;-99;21;33;5;64;23;28;-99;23;12;26
07/01/2012;16;10;49;25;-99;25;-99;-99;32;-99;28;-99;30;37;7;29;19;19;-99;20;30;5;49;20;30;-99;22;11;23
07/01/2012;17;11;44;30;-99;30;-99;-99;35;-99;29;-99;32;38;6;27;20;19;-99;20;30;5;46;22;37;-99;25;15;26
07/01/2012;18;20;48;38;-99;38;-99;-99;55;-99;47;-99;36;38;8;27;26;25;-99;25;35;8;59;29;28;-99;16;17;30
07/01/2012;19;26;73;77;-99;43;-99;-99;86;-99;43;-99;42;41;11;26;43;40;-99;36;40;11;72;57;16;-99;17;47;37
07/01/2012;20;20;80;57;-99;58;-99;-99;88;-99;43;-99;38;46;12;43;49;38;-99;44;43;10;68;39;14;-99;27;52;42
07/01/2012;21;43;86;67;-99;76;-99;-99;83;-99;45;-99;47;49;11;43;51;44;-99;67;58;11;77;32;14;-99;35;42;55
07/01/2012;22;45;61;61;-99;82;-99;-99;68;-99;58;-99;63;66;10;51;42;50;-99;68;61;28;103;53;13;-99;36;52;63
07/01/2012;23;37;50;62;-99;79;-99;-99;60;-99;58;-99;61;67;10;52;38;49;-99;64;67;37;91;61;9;-99;47;69;56
07/01/2012;24;43;49;62;-99;74;-99;-99;54;-99;58;-99;48;65;29;60;41;54;-99;64;56;35;72;62;14;-99;46;62;57
08/01/2012;1;31;54;60;-99;68;-99;-99;55;-99;57;-99;53;62;37;58;31;48;-99;63;56;9;69;55;8;-99;45;56;54
08/01/2012;2;30;51;56;-99;60;-99;-99;46;-99;46;-99;57;60;21;57;47;48;-99;66;49;14;65;52;5;-99;33;51;50
08/01/2012;3;22;48;55;-99;57;-99;-99;45;-99;49;-99;57;52;18;26;39;44;-99;61;47;13;60;58;16;-99;26;46;51
08/01/2012;4;21;46;49;-99;53;-99;-99;39;-99;48;-99;53;52;34;40;44;43;-99;56;41;10;53;51;16;-99;37;43;50
08/01/2012;5;20;44;43;-99;48;-99;-99;40;-99;47;-99;-99;52;30;40;35;37;-99;50;40;7;54;47;6;-99;36;40;49
08/01/2012;6;21;43;47;-99;40;-99;-99;36;-99;42;-99;40;49;25;39;32;36;-99;45;40;11;50;45;7;-99;30;37;47
08/01/2012;7;24;43;46;-99;41;-99;-99;35;-99;40;-99;39;46;22;39;30;38;-99;42;41;13;49;45;8;-99;31;36;46
08/01/2012;8;22;41;46;-99;40;-99;-99;36;-99;42;-99;42;46;20;44;29;60;-99;43;40;14;47;42;8;-99;34;34;39
08/01/2012;9;20;41;50;-99;45;-99;-99;41;-99;49;-99;47;51;24;48;22;48;-99;54;39;21;55;45;16;-99;33;40;57
08/01/2012;10;16;49;86;-99;43;-99;-99;66;-99;37;-99;63;51;18;73;30;42;-99;71;30;11;69;52;31;-99;28;46;62
08/01/2012;11;10;54;73;-99;41;-99;-99;48;-99;34;-99;46;47;6;59;19;30;-99;56;26;7;58;50;29;-99;36;48;36
08/01/2012;12;6;38;30;-99;25;-99;-99;37;-99;30;-99;33;40;0;9;17;21;-99;45;22;5;50;19;28;-99;14;14;27
08/01/2012;13;-99;26;29;-99;17;-99;-99;22;-99;21;-99;28;22;0;7;12;15;-99;22;16;2;38;18;19;-99;3;15;22
08/01/2012;14;4;23;18;-99;9;-99;-99;21;-99;13;-99;19;11;0;8;5;12;-99;13;9;2;35;15;15;-99;3;15;16
08/01/2012;15;4;18;16;-99;9;-99;-99;16;-99;14;-99;19;14;0;8;6;14;-99;14;11;4;34;13;14;-99;3;12;16
08/01/2012;16;6;16;18;-99;13;-99;-99;9;-99;17;-99;20;15;1;10;4;16;-99;16;12;4;29;13;18;-99;3;12;15
08/01/2012;17;6;13;21;-99;12;-99;-99;11;-99;17;-99;19;18;3;13;5;19;-99;19;12;4;36;15;8;-99;5;14;14
08/01/2012;18;8;15;28;-99;17;-99;-99;18;-99;23;-99;18;25;5;17;8;23;-99;25;15;4;43;16;4;-99;8;18;17
08/01/2012;19;14;16;35;-99;21;-99;-99;18;-99;32;-99;30;34;7;28;12;28;-99;40;23;6;30;21;4;-99;12;25;29
08/01/2012;20;11;21;29;-99;25;-99;-99;18;-99;-99;-99;49;37;9;38;9;30;-99;49;35;9;34;32;12;-99;17;31;43
08/01/2012;21;13;40;53;-99;46;-99;-99;28;-99;43;-99;54;54;8;43;20;32;-99;52;43;23;38;27;8;-99;31;43;43
